wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?
,bn:09006402n,n,,"Insurrezione è un EP split fra i gruppi Hardcore punk Affluente e Contrasto, pubblicato nel 2008.",CHECK
,bn:09008382n,n,,Elda è un'opera in quattro atti di Alfredo Catalani su libretto di Carlo d'Ormeville.,CHECK
,bn:09012113n,n,,Il Gli spari sopra tour è una tournée del cantautore italiano Vasco Rossi.,CHECK
,bn:09024803n,n,,"Dal tramonto all'alba EP è un EP del DJ italiano DJ 3D e del rapper italiano Jesto, pubblicato nel 2010 dalla ALTOent e dalla Honiro Label.",CHECK
,bn:09027142n,n,,"Fabrizio De André in concerto è un DVD del cantautore genovese Fabrizio De André, contenente il concerto integrale al Teatro Brancaccio di Roma nel 1998.",CHECK
,bn:09027792n,n,,"Una partita a scacchi è un'opera in un atto di Pietro Abbà Cornaglia, su libretto basato sull'omonima leggenda drammatica di Giuseppe Giacosa.",CHECK
,bn:09031133n,n,,"Marsa è un'opera in due atti di Carlo Coccia, su libretto di Giovanni Emanuele Bidera.",CHECK
,bn:09033318n,n,,"Glauco è un'opera lirica di Alberto Franchetti, su libretto di Giovacchino Forzano tratto dal dramma omonimo di Ercole Luigi Morselli del 1919.",CHECK
,bn:09034404n,n,,"Statira è un'opera in tre atti di Saverio Mercadante, su libretto di Domenico Bolognese.",CHECK
,bn:09034406n,n,,"Violetta è un'opera in quattro atti di Saverio Mercadante, su libretto di Marco D'Arienzo.",CHECK
,bn:09035050n,n,,"Il conte di Essex è un'opera in tre atti di Saverio Mercadante, su libretto di Felice Romani.",CHECK
,bn:09043211n,n,,Giuliano è un'opera di Riccardo Zandonai su libretto di Arturo Rossato.,CHECK
,bn:09045653n,n,,Antibes è il primo EP della band giapponese Symphonic metal Ancient Myth.,CHECK
,bn:09057289n,n,,Polyphony è il sesto EP del gruppo musicale power metal giapponese Dragon Guardian.,CHECK
,bn:09064653n,n,,Gioventù bruciata è un EP del gruppo musicale hardcore punk romano Bloody Riot.,CHECK
,bn:09071683n,n,,"Goccia è il primo EP della cantante italiana Cristina Donà, pubblicato nel giugno del 2000 dalla Mescal.",CHECK
,bn:09211452n,n,,"For alternative betydninger, se Den lille Havfrue.",CHECK
,bn:09724930n,n,,طاقم موسيقي,CHECK
,bn:09916552n,n,,《Ego》는 가수 백지영의 첫 번째 EP 음반이다.,CHECK
,bn:09917286n,n,,երաժշտական ալբոմ,CHECK
,bn:10179353n,n,,"Near dark is een studioalbum van Tangerine Dream, waarop de gedeeltelijke filmmuziek van de gelijknamige film verscheen.",CHECK
,bn:10261317n,n,,The bootleg box set volume 1 is een set van livealbums van Tangerine Dream.,CHECK
,bn:10295035n,n,,Live at Shepherds Bush Empire 8th october 2011 is een livealbum van Caravan.,CHECK
,bn:10295070n,n,,"""Dong-dong-di-ki-di-gi-dong"" is de eerste nummer 1-hit van de Nederlandse rockgroep Golden Earring, toen nog The Golden Earrings geheten, uit 1968.",CHECK
,bn:10418974n,n,,Live: On out way to who know where is een livealbum van Magenta.,CHECK
,bn:10425951n,n,,"'77 is een Spaanse hardrockband, opgericht door de broers Armand en L.G. Valeta.",CHECK
,bn:10459075n,n,,Achter de wolken schijnt altijd de zon is een Nederlandstalige single van de Belgische zanger Willy Sommers uit 2013.,CHECK
,bn:10461094n,n,,Fat lady sings is een livealbum van Plainsong.,CHECK
,bn:10463123n,n,,Homebound was het derde album van de Belgische band Flowers For Breakfast.,CHECK
,bn:10467366n,n,,Pakt je zak is een nummer van de Belgische band Preuteleute.,CHECK
,bn:10477208n,n,,Not waving...,CHECK
,bn:10479310n,n,,Optional.empty,CHECK
,bn:10511077n,n,,De kalenga of kalengo is een Nigeriaanse heuptrommel.,CHECK
,bn:10543142n,n,,"På tokt med Mathilde er en musikk-EP med Berent Andreas Moe, Kåre Siem, Lauritz Johnson og Ulf Wengård, utgitt i 1962.",CHECK
,bn:10547130n,n,,"La dem ikke lure deg er en musikk-EP med Bannlyst, utgitt i 1985.",CHECK
,bn:10547577n,n,,"Påfyll er en musikk-EP med Tungtvann, utgitt den 11.",CHECK
,bn:10547682n,n,,"Bovak er en musikk-EP med Gode Ord Dør Sist, utgitt i 2002.",CHECK
,bn:10548251n,n,,"Jessheim er en musikk-EP med Diaz, utgitt i 2003.",CHECK
,bn:10555617n,n,,Muziekalbum van Frida Ånnevik,CHECK
,bn:10568234n,n,,"L'opera Querini è basata sulla storia del nobile mercante veneziano Pietro Querini che trovò rifugio a Røst in Norvegia in gennaio 1432 dopo un naufragio, e tornò in patria nell'autunno successivo, portando con sé una documentazione di inestimabile importanza riguardo agli usi e ai costumi degli abitanti del Nord.",CHECK
,bn:10596530n,n,,"Universitetets symfoniorkester, Oslo, tidligere Studenterorkesteret, er et amatørorkester fra Oslo.",CHECK
,bn:10610884n,n,,طاقم موسيقي,CHECK
,bn:10833664n,n,,երաժշտական ալբոմ,CHECK
,bn:10837914n,n,,երաժշտական ալբոմ,CHECK
,bn:10839176n,n,,Verano é o segundo extended play da banda brasileira Cine lançado em 7 de abril de 2013 pela gravadora Panic!,CHECK
,bn:10840438n,n,,"Cabal é um extended play do cantor brasileiro C4bal, Foi lançado em 2007 através da Universal Music.",CHECK
,bn:10845249n,n,,"DVD do grupo Cuidado que Mancha lançado em 2006, contendo três espetáculos para crianças gravados ao vivo no Teatro Bruno Kiefer, em Porto Alegre: ""A Mulher gigante"", ""A Família Sujo"" e ""O Natal de Natanael"".",CHECK
,bn:10862250n,n,,Concret é uma banda de metal progressivo brasileira formada em 2012.,CHECK
,bn:11216276n,n,,2003 song with lyrics by Boris Grebenshchikov performed by Aquarium,CHECK
,bn:11248835n,n,,"В этой статье представлен полный список серий аниме Trigun с кратким описанием сюжета и их названиями на японском и английском языке, а также одна из версий перевода оригинальных названий на русский.",CHECK
,bn:11424937n,n,,طاقم موسيقي,CHECK
,bn:11439606n,n,,երաժշտական ալբոմ,CHECK
,bn:11467998n,n,,Berget (eng.,CHECK
,bn:11474164n,n,,երաժշտական ալբոմ,CHECK
,bn:11520443n,n,,երաժշտական ալբոմ,CHECK
,bn:11590510n,n,,Lira är ett namn på olika stråkinstrument med ursprung i lyran.,CHECK
,bn:11720917n,n,,"Si Alicia Beth Moore na mas kilala bilang Pink ay pinanganak noong Septyembre 8, 1979.",CHECK
,bn:11728837n,n,,երաժշտական ալբոմ,CHECK
,bn:11817133n,n,,երաժշտական ալբոմ,CHECK
,bn:12145845n,n,,Richard Sư tử Tâm là vở opera 3 màn của nhà soạn nhạc người Pháp gốc Bỉ André Grétry.,CHECK
,bn:12147237n,n,,"Polonaise cung Sol thứ, B.1 là tác phẩm polonaise đầu tiên và cũng là tác phẩm đầu tiên của nhà soạn nhạc người Ba Lan Frédéric Chopin.",CHECK
,bn:12147236n,n,,"Concerto số 1 cho piano cung Fa thứ, Op.",CHECK
,bn:12147316n,n,,"Concerto số 1 cho piano, cung Fa thăng thứ, Op.",CHECK
,bn:12147325n,n,,"Con đầm pích, Op.",CHECK
,bn:12203529n,n,,幸福是香港歌手陳奕迅於1999年11月發行的粵語EP，專輯分為兩部分，第一部分為新曲，另一部分為舊曲番唱，全碟合共有11首歌曲。,CHECK
,bn:12321191n,n,,երաժշտական ալբոմ,CHECK
,bn:12327156n,n,,երաժշտական ալբոմ,CHECK
,bn:12360050n,n,,երաժշտական ալբոմ,CHECK
,bn:12368710n,n,,《盆栽》是周慧敏的粤语EP，於2011年3月28日推出。,CHECK
,bn:12379174n,n,,երաժշտական ալբոմ,CHECK
,bn:12384404n,n,,երաժշտական ալբոմ,CHECK
,bn:12385690n,n,,երաժշտական ալբոմ,CHECK
,bn:12402753n,n,,《完整愛》是香港女子團體Twins成員鍾欣潼的第二張個人國語EP，亦是第四張個人專輯。,CHECK
,bn:12405044n,n,,《希望》是台灣音樂人李宗盛的首張EP，於1993年9月發行。,CHECK
,bn:12410557n,n,,երաժշտական ալբոմ,CHECK
,bn:12414450n,n,,երաժշտական ալբոմ,CHECK
,bn:12837338n,n,,"Süleyman Ələsgərovun ikinci operası ""Solğun çiçəklər""dir.",CHECK
,bn:12837346n,n,,İsgəndər və Çoban uşaq operası Bakı pioner evinin sifarişi ilə bəstəkar Soltan Hacıbəyov tərəfindən 1947ci ildə yazılmışdır.,CHECK
,bn:12837388n,n,,Xosrov və Şirin — Maestro Niyazinin Nizami Gəncəvinin eyniadlı əsəri əsasında 1942-ci ildə yazdığı opera.,CHECK
,bn:12837453n,n,,Ölülər — Bəstəkar Vasif Adıgözəlovun görkəmli dramaturq Cəlil Məmmədquluzadənin eynadlı əsəri əsasında yaratdığı dördpərdəli opera.,CHECK
,bn:12837868n,n,,Polad — bəstəkar Ramiz Mustafayevin 1964-cü ildə şair Ənvər Əlibəylinin eyniadlı poeması əsasında yazdığı radio-opera.,CHECK
,bn:12837867n,n,,Xan və əkinçi — Bəstəkar Ramiz Mustafayevin böyük satirik şair Mirzə Ələkbər Sabirin 100 illik yubileyinə yazdığı opera.,CHECK
,bn:12837922n,n,,"Xeyir və Şər — Bəstəkar Oqtay Rəcəbovun 1991-ci ildə Nizami Gəncəvinin ""Yeddi gözəl"" poeması motivləri əsasında yazdığı opera.",CHECK
,bn:12838692n,n,,"""Vətən"" operası — 1945-ci ildə Azərbaycan bəstəkarlar Qara Qarayev və Cövdət Hacıyev Azərbaycanda Sovet hakimiyyəti qurulmasının 25 illiyinə və Böyük Vətən müharibəsinə həsr etdikləri dörd pərdəli opera.",CHECK
,bn:12840738n,n,,İntizar - bəstəkar Firəngiz Əlizadənin operası.,CHECK
,bn:12841284n,n,,Sənin adın Dənizdir ,CHECK
,bn:12856341n,n,,Optional.empty,CHECK
,bn:12856346n,n,,Optional.empty,CHECK
,bn:12856345n,n,,Optional.empty,CHECK
,bn:12856355n,n,,Lied von Lou Dalfin,CHECK
,bn:12856372n,n,,Optional.empty,CHECK
,bn:12856362n,n,,Optional.empty,CHECK
,bn:12856368n,n,,Optional.empty,CHECK
,bn:12856386n,n,,Lied von Claudi Martí,CHECK
,bn:12856395n,n,,Optional.empty,CHECK
,bn:12856399n,n,,Optional.empty,CHECK
,bn:12856423n,n,,Optional.empty,CHECK
,bn:12856422n,n,,Optional.empty,CHECK
,bn:12856430n,n,,Optional.empty,CHECK
,bn:12856436n,n,,Optional.empty,CHECK
,bn:12856446n,n,,Optional.empty,CHECK
,bn:12856454n,n,,Optional.empty,CHECK
,bn:12856462n,n,,Lied von Patric,CHECK
,bn:12856440n,n,,Optional.empty,CHECK
,bn:12856470n,n,,Lied von Patric,CHECK
,bn:12856950n,n,,Quan jo èri filha a marider qu'ei un branlo de la vath d'Aussau.,CHECK
,bn:13545842n,n,,"In de fik es 't titelnummer van de ploate In de fik, de twêede ploate van Flip Kowlier en wos in 2005 êen van de mêest gedroaide nummers ip Studio Brussel.",CHECK
,bn:13545851n,n,,"Ocharme ik, es e nummer van de gelyknoamige ploate Ocharme ik, de êeste ploate van Flip Kowlier.",CHECK
,bn:13568748n,n,,"Le nuvole de Fabrizio De André, fra i varie cançuin, u cuntegne 'A çimma.",CHECK
,bn:13833431n,n,,Muziekalbum,CHECK
,bn:13886695n,n,"southern_gospel, southern_gospel_music, white_gospel",Southern gospel music is a genre of Christian music.,CHECK
,bn:13894837n,n,"breakdown, breakdowns, a_breakdown","In music, a breakdown is part of a song in which various instruments have solo parts.",YES
,bn:13896577n,n,"indie, indie_music, independent_music, indie/alternative, indie_culture, indie_fashion, independent_album, independet_music, unsigned_artists, independent_band, independent_artist, indie_band, unsigned_artiste, independent_artists, independent_musician","Independent music is music produced independently from commercial record labels or their subsidiaries, a process that may include an autonomous, do-it-yourself approach to recording and publishing.",YES
,bn:13910097n,n,temporal_dynamics_of_music_and_language,The temporal dynamics of music and language describes how the brain coordinates its different regions to process musical and vocal sounds.,YES
,bn:13917745n,n,reductionism,Reductionism is a form of improvised music that developed towards the end of the 20th century.,YES
,bn:13921944n,n,"rhythmic_top_40, rhythmic, rhythmic_airplay, rhythmic_songs, list_of_billboard_rhythmic_top_10_singles_in_2017, us_rhy., rhythmic_airplay_chart, chr/rhythmic",The Rhythmic chart is an airplay chart published weekly by Billboard magazine.,CHECK
,bn:13939878n,n,,"Cet article relate la discographie d'Afrojack, disc jockey et compositeur néerlandais.",CHECK
,bn:13942760n,n,,"Les chansons traditionnelles en occitan sont surtout chantées dans les régions où est parlé l'occitan, principalement le sud de la France.",CHECK
,bn:13948698n,n,"audio_editing_software, digital_audio_editor, wave_editor, audio_editing, audio_editors, audio_editor, digital_splitters, digital_audio_editing, editheads, sound_recording_software, editheadz",Audio editing software is software which allows editing and generating of audio data.,YES
,bn:13966667n,n,"chinese-language_western-style_opera, western_opera_in_chinese, geju, contemporary_chinese_opera, chinese_contemporary_classical_opera",Chinese contemporary classical opera is a musical art form drawing on western opera traditions - distinct from modern developments of traditional Chinese opera.,CHECK
,bn:13967983n,n,,երաժշտական ալբոմ,CHECK
,bn:13968986n,n,,Muziekalbum,CHECK
,bn:13985673n,n,,երաժշտական ալբոմ,CHECK
,bn:13994050n,n,,երաժշտական ալբոմ,CHECK
,bn:13995711n,n,,երաժշտական ալբոմ,CHECK
,bn:13997912n,n,,Optional.empty,CHECK
,bn:14028359n,n,"half-time, half_time, half_time_shuffle, half-time_feel","In popular music, half-time is a type of meter and tempo that alters the rhythmic feel by essentially doubling the tempo resolution or metric division/level in comparison to common-time.",YES
,bn:14037706n,n,"galante_music, galant_music, post-baroque, style_galant, rococo","In music, galant refers to the style which was fashionable from the 1720s to the 1770s.",YES
,bn:14039936n,n,,"Ultimátum a la Tierra es un EP del grupo musical Aviador Dro editado en el año 2004 por el sello ""Subterfuge Records"" bajo la referencia 21333CDSG.",CHECK
,bn:14040325n,n,,"Aviador Dro vs Mystechs - El combate del siglo es un EP del grupo musical Aviador Dro, compartido con la banda de electropunk de Chicago ""Mystechs"".",CHECK
,bn:14059524n,n,"bro-country, metro-bro, bro_country, brocountry","Bro-country is a subgenre of mainstream country music originating in the 2010s, and is influenced by 21st-century hip hop, hard rock and electronica.",YES
,bn:14075093n,n,"bo, po","The bo is a percussion instrument originating in China, a type of cymbals.",YES
,bn:14075775n,n,,Muziekalbum,CHECK
,bn:14095212n,n,,"Rote Rosen, rote Lippen, roter Wein ist der Titel eines von René Carol im Jahre 1952 gesungenen Schlagers, komponiert von Michael Harden und André Hoff.",CHECK
,bn:14106013n,n,"soundmap, sound_map",Sound maps are digital geographical maps that put emphasis on the sonic representation of a specific location.,CHECK
,bn:14120863n,n,,Cantina ist ein Song des deutschen EDM-Produzenten und DJs Bastian Van Shield in Zusammenarbeit mit dem deutschen Housemusik-Duo Spencer & Hill.,CHECK
,bn:14121035n,n,,Muziekalbum,CHECK
,bn:14122414n,n,"ayoyotes, aztec_jingles, huesos_de_fraile, ayoyotl","The ayoyotes, ayoyotl, aztec jingles or huesos de fraile, are an idiophone percussion instrument of the Aztecs.",YES
,bn:14123083n,n,digital_sheet_music,Digital sheet music is technology for representing and displaying sheet music in a computer-readable format.,YES
,bn:14124703n,n,"music_composition_and_composers_in_prishtina, music_composition_and_composers_in_pristina",Music composition and composers in Pristina refers to music composition and composers who have left their mark in Pristina.,CHECK
